PRT_ID;AREA;INT_SQFT;DIST_MAINROAD;N_BEDROOM;N_BATHROOM;N_ROOM;SALE_COND;PARK_FACIL;DATE_BUILD;BUILDTYPE;UTILITY_AVAIL;STREET;MZZONE;QS_ROOMS;QS_BATHROOM;QS_BEDROOM;QS_OVERALL
P01543;Adyar;1082;64;1;1;3;AbNormal;Yes;28/03/1984;Commercial;NoSewr ;Gravel;RM;4.4;2.4;3.2;3.4
P06587;Adyar;679;120;1;1;2;AbNormal;No;26/07/1982;Others;AllPub;No Access;C;2.5;4.4;4.5;3.88
P01191;Chrompet;1212;65;2;1;4;Partial;Yes;15/11/1979;Others;AllPub;Gravel;RL;5;4.5;4.6;4.68
P00378;Chrompet;1222;76;2;1;4;Partial;Yes;04/06/1987;Others;AllPub;No Access;RM;4.7;3.5;3.1;3.74
P03630;Karapakkam;533;84;1;1;2;AbNormal;No;17/02/1987;Others;NoSeWa;Paved;A;3.8;2.6;2.6;2.96
P04541;Anna Nagar;1670;133;1;1;4;Normal Sale;Yes;17/08/1991;Others;AllPub;Paved;RH;4.5;4.3;2.6;3.69
P01116;Anna Nagar;1837;66;2;1;5;AdjLand;Yes;25/12/1969;Commercial;AllPub;Gravel;RM;2.3;3.5;4.9;3.64
P05905;Karapakkam;1089;160;1;1;3;Partial;Yes;03/12/2003;House;ELO;Gravel;RL;3.7;4.7;4.6;4.36
P04753;Velachery;1658;143;2;1;4;AdjLand;No;07/07/1997;Commercial;AllPub;Paved;I;5;2.4;3.7;3.44
P08854;Velachery;1863;140;3;2;5;AdjLand;No;06/08/1954;House;NoSewr ;Paved;A;3.2;4.2;2.5;3.44
P06750;KK Nagar;1325;139;1;1;3;Normal Sale;Yes;12/06/1984;House;NoSewr ;Paved;RH;4.5;4.3;2.7;3.72
P04974;Karapakkam;1292;111;1;1;3;AbNormal;No;28/05/1993;Commercial;AllPub;Paved;C;3.4;2.7;2.3;2.75
P09819;Velachery;1503;154;2;1;4;AbNormal;No;08/05/1972;Commercial;AllPub;No Access;RH;3.8;4.4;3.8;4.07
P05757;Karapakkam;1477;65;2;2;4;AbNormal;No;03/01/1983;Commercial;AllPub;No Access;I;3.8;4.2;2.9;3.56
P01266;T Nagar;1858;156;2;1;5;AbNormal;Yes;22/09/1988;House;AllPub;No Access;RH;4.6;4.3;5;4.705
P01601;Adyar;1157;135;1;1;3;AbNormal;No;18/03/1985;Others;NoSeWa;Paved;C;2.7;3.5;2.2;2.61
P06475;Adyar;895;44;1;1;3;AdjLand;No;14/08/1998;Commercial;ELO;Gravel;A;2.9;2.8;4.9;3.88
P08034;Chrompet;1114;194;1;1;3;AbNormal;No;21/05/1986;Others;AllPub;Gravel;RL;4.2;4.2;2;3.54
P07127;T Nagar;1810;128;2;1;5;Normal Sale;No;15/02/2002;Commercial;NoSeWa;No Access;RM;4.7;4.6;4.5;4.585
P02542;KK Nagar;1954;116;3;2;5;Normal Sale;Yes;16/09/2000;House;NoSeWa;Gravel;RM;4;4.5;4.4;4.31
P00139;Anna Nagar;1767;181;1;1;4;AdjLand;No;23/11/1973;Commercial;NoSewr ;No Access;RH;3.6;5;4.4;4.27
P05164;Karapakkam;1696;48;2;2;4;Normal Sale;No;26/04/1970;House;NoSewr ;No Access;RH;4.9;4.9;5;4.94
P00047;Anna Nagar;1669;26;1;1;4;Family;Yes;22/01/1999;Commercial;AllPub;Gravel;RM;2.2;4.2;4.6;3.66
P00980;Chrompet;1139;171;1;1;3;AdjLand;Yes;24/03/1998;Commercial;NoSewr ;Paved;RL;3.8;3.6;3.7;3.69
P01535;KK Nagar;2366;133;4;2;6;Normal Sale;No;28/03/1994;House;NoSeWa;Gravel;RM;2.8;3.4;4;3.46
P01943;Adyar;1003;147;1;1;3;AdjLand;No;13/01/1999;Commercial;AllPub;Gravel;RL;4.3;2.6;2.6;3.11
P03655;Chrompet;900;145;1;1;3;AbNormal;No;13/02/1988;Others;ELO;Gravel;RH;4.6;3.7;3.1;3.79
P06696;KK Nagar;1636;141;2;1;4;AbNormal;Yes;29/06/1984;House;AllPub;Paved;RL;3.2;3.3;2;2.75
P09659;Velachery;1782;88;2;1;4;Partial;No;23/04/1987;Others;NoSeWa;Gravel;RM;4.2;2.1;2.7;2.81
P08062;Velachery;1511;23;2;1;4;Family;No;19/05/1953;House;NoSewr ;Paved;C;3.8;3.8;4;3.86
P00662;Chrompet;1150;6;1;1;3;Partial;No;05/11/1998;House;NoSeWa;Paved;RM;4.2;4.9;3;4.12
P01036;T Nagar;1840;55;2;1;5;Normal Sale;Yes;17/02/1972;House;NoSewr ;Gravel;RM;4.6;2.2;4.6;4
P10016;Velachery;1856;52;3;2;5;Partial;Yes;08/03/1966;Others;NoSewr ;Gravel;A;3.3;3.6;2.5;3.2
P03365;KK Nagar;2053;31;3;2;5;Partial;No;14/04/1984;Others;NoSeWa;Paved;RM;4.9;2.7;2.5;3.28
P06398;Karapakkam;1586;59;2;2;4;Normal Sale;Yes;03/09/1981;Commercial;NoSewr ;Gravel;RM;3.9;3;4.5;3.87
P04642;Karapakkam;1194;56;1;1;3;Partial;No;03/08/1976;House;NoSeWa;Gravel;RH;3.1;2.6;2.9;2.87
P07226;T Nagar;1616;44;1;1;4;AdjLand;Yes;22/01/1983;Others;ELO;Gravel;RL;2.6;4.3;3.9;3.61
P02455;Velachery;1861;107;3;2;5;AbNormal;No;03/10/2001;Commercial;NoSeWa;Paved;RL;3.6;5;3.7;4.26
P06601;Karapakkam;1162;132;1;1;3;Normal Sale;Yes;26/07/1969;Others;AllPub;NoAccess;RM;4.7;3.1;3.7;3.82
P03840;KK Nagar;1643;123;2;1;4;Normal Sale;No;08/01/1988;House;NoSeWa;Paved;RL;4.4;3.6;3.9;3.96
P09751;Velachery;1519;2;2;1;4;Partial;Yes;29/09/1960;Commercial;NoSewr ;Paved;RH;2.7;2.6;2.3;2.54
P09658;Velachery;1896;188;3;2;5;Family;No;22/04/1993;Others;AllPub;No Access;RH;2.2;4.4;2.7;3.34
P02302;KK Nagar;2207;45;3;2;5;Partial;No;31/10/1996;House;AllPub;Gravel;RH;5;4.4;3.3;4.14
P09685;Velachery;1667;146;2;1;4;Family;No;07/03/1978;Commercial;AllPub;No Access;RH;5;4.8;4.1;4.64
P04200;Karapakkam;631;62;1;1;2;Family;Yes;24/10/1987;Others;NoSeWa;Gravel;RH;2.2;2.3;2.9;2.51
P03590;Anna Nagar;1792;41;1;1;4;Family;Yes;26/02/1990;House;ELO;Gravel;RM;2.7;2.6;2;2.395
P04173;Karapakkam;804;46;1;1;2;Normal Sale;No;24/10/2003;Commercial;NoSewr ;No Access;RM;3.1;2.5;4.4;3.44
P02862;Anna Nagar;1830;33;2;1;5;AbNormal;No;20/07/1968;Commercial;NoSeWa;Gravel;RM;3.9;4.6;2.7;3.595
P07310;Chrompet;1020;41;1;1;3;AdjLand;Yes;31/12/1982;Commercial;AllPub;Gravel;RH;2.7;3.2;2.2;2.75
P09737;Velachery;1702;104;2;1;4;Partial;Yes;20/10/1980;House;NoSewr ;No Access;RM;4.4;4.6;4.5;4.52
P09194;Chrompet;1064;2;1;1;3;AdjLand;Yes;07/03/1988;Commercial;NoSewr ;Gravel;RL;4.1;4.1;2.3;3.56
P03186;KK Nagar;1479;37;2;1;4;Normal Sale;No;15/05/1987;Others;NoSewr ;Paved;RL;4.6;2.7;4.7;4.07
P08119;Chrompet;757;155;1;1;2;AdjLand;Yes;24/04/1994;Others;ELO;No Access;RM;4.2;3.2;4;3.74
P06439;Chrompet;1027;83;1;1;3;AbNormal;No;27/08/1979;House;NoSeWa;Paved;RL;2.5;2.8;2.9;2.74
P07490;KK Nagar;2139;136;3;2;5;Normal Sale;Yes;30/10/1987;Others;NoSewr ;Paved;RL;2.3;4.1;2.4;2.88
P00027;Chrompet;1136;57;1;1;3;AdjLand;No;10/02/1996;House;NoSeWa;No Access;RL;4.7;3.2;3.6;3.77
P02637;Adyar;637;197;1;1;2;Partial;Yes;01/09/2000;Commercial;AllPub;Paved;RL;3;2.6;4.3;3.57
P09113;Adyar;836;117;1;1;3;Normal Sale;No;10/04/1976;Commercial;ELO;Gravel;I;3.5;3.5;2.9;3.2
P08214;Adyar;908;112;1;1;3;Family;Yes;30/03/1971;Commercial;AllPub;Gravel;RL;4.9;4.6;2.8;3.79
P00448;Anna Nagar;1724;66;1;1;4;AbNormal;Yes;20/04/1971;House;NoSeWa;Gravel;RH;2;4.8;4.4;3.66
P02304;Karapakkam;502;59;1;1;2;Normal Sale;No;31/10/1993;Commercial;NoSeWa;Paved;I;2.2;2.5;4.9;3.37
P02875;KK Nagar;1678;200;2;1;4;Partial;No;12/07/1995;Commercial;NoSeWa;Paved;RL;4.2;3.4;3;3.48
P08713;Chrompet;1041;188;1;1;3;AdjLand;Yes;13/09/2002;Commercial;ELO;Gravel;RH;2.7;3.2;2.8;2.93
P04334;Adyar;1197;76;1;1;3;AdjLand;Yes;24/09/1996;Others;AllPub;Paved;C;4.8;4.9;3.5;4.17
P02024;Velachery;1627;148;2;1;4;AbNormal;Yes;26/12/1996;Commercial;AllPub;Paved;RL;4.6;4.7;4.4;4.59
P08582;Adyar;961;178;1;1;3;Family;Yes;05/11/1985;Others;ELO;No Access;I;4.9;4.8;2.8;3.83
P09271;Velachery;1590;56;2;1;4;AbNormal;Yes;07/02/1998;Commercial;NoSewr ;No Access;RH;2.1;4.2;4.8;3.86
P03021;Adyar;1110;53;1;1;3;Normal Sale;Yes;19/06/1987;Others;NoSeWa;Gravel;A;2.8;3.2;4.1;3.53
P04510;KK Nagar;1676;172;2;1;4;Partial;Yes;19/08/2000;Commercial;NoSeWa;Paved;RM;3;3.1;2.9;2.99
P07840;KK Nagar;1315;94;1;1;3;AdjLand;Yes;23/07/1987;Commercial;AllPub;Paved;RH;4.8;4.6;3.7;4.3
P00081;Chrompet;956;22;1;1;3;Partial;No;25/12/2004;Commercial;NoSewr ;Gravel;RH;2.2;2.5;2.7;2.47
P04728;Chrompet;936;190;1;1;3;AbNormal;No;17/07/1978;Others;ELO;Gravel;RM;2.2;2.6;2.2;2.36
P09423;Chrompet;787;162;1;1;2;Partial;Yes;20/12/1976;Commercial;NoSeWa;No Access;RM;3.4;4.3;4.4;4.06
P02764;KK Nagar;1717;115;2;1;4;AbNormal;No;07/08/1993;Commercial;AllPub;Paved;RL;4.9;2.5;4.5;4.02
P06893;T Nagar;1930;13;2;1;5;Normal Sale;No;08/05/1964;House;ELO;No Access;RL;2.1;2.1;3.4;2.685
P06051;T Nagar;1781;190;1;1;4;AdjLand;Yes;04/11/2000;Commercial;AllPub;No Access;RH;4.2;2.1;3.9;3.54
P00033;Chrompet;1187;89;1;1;3;Normal Sale;No;05/02/1991;Others;AllPub;No Access;RH;3.8;3;4;3.54
P05412;Karapakkam;1617;87;2;2;4;Partiall;No;08/03/1979;House;NoSeWa;No Access;A;4.6;4.2;2.1;3.48
P00591;Chrompet;782;192;1;1;2;Partial;No;23/12/1981;Others;AllPub;Paved;RL;3.2;4.2;3.8;3.78
P04290;Chrompet;775;34;1;1;2;Normal Sale;No;09/10/1971;House;NoSeWa;Gravel;RH;2.2;4.7;2.2;3.2
P04900;Karapakkam;1350;5;2;2;4;Normal Sale;Yes;14/06/1984;Others;ELO;Paved;C;2.9;3.5;2.4;2.88
P08824;Chrompet;1060;36;1;1;3;Normal Sale;No;13/08/1975;Commercial;AllPub;Gravel;RH;2.5;4.2;4.9;3.9
P07175;Velachery;1900;180;3;2;5;Normal Sale;No;03/02/1988;House;ELO;No Access;RM;2.4;4.8;2.9;3.63
P02918;Velachery;1808;6;3;2;5;Partial;No;11/07/1960;House;AllPub;No Access;RM;3.6;4.8;3.5;4.11
P08065;Chrompet;734;159;1;1;2;AbNormal;Yes;09/05/1995;Others;NoSeWa;Gravel;RM;4.9;4;3.5;4.12
P05461;Karapakkam;1129;195;1;1;3;Normal Sale;Yes;26/02/1983;Others;NoSewr ;Paved;C;2.6;2.7;2.5;2.59
P09183;Chrompet;1268;40;2;1;4;Partial;Yes;10/03/1988;House;NoSeWa;Gravel;RM;2.5;2.6;4;2.99
P00408;Chrompet;829;173;1;1;3;AdjLand;Yes;15/05/1990;Commercial;ELO;Paved;RM;2.2;3.7;3.3;3.13
P01241;T Nagar;1589;4;1;1;4;Family;No;07/10/1996;Others;NoSeWa;Paved;RM;3;3.2;4.4;3.68
P06532;Chrompet;748;93;1;1;2;AdjLand;No;07/08/1978;Commercial;AllPub;Gravel;RL;4.7;4.3;2.9;4
P00661;Chrompt;1294;12;2;1;4;Family;Yes;05/11/1999;Commercial;NoSeWa;Paved;RM;3.5;2;2.5;2.6
P05864;Chrompet;738;76;1;1;2;AdjLand;Yes;16/12/1977;House;AllPub;Paved;RH;3.8;3.2;3.5;3.47
P09719;Velachery;1782;110;2;1;4;AdjLand;Yes;09/12/1973;Commercial;NoSewr ;Gravel;RH;4.1;2.1;4.1;3.2
P04142;Chrompet;1131;64;1;1;3;AdjLand;Yes;02/11/1990;Others;NoSewr ;No Access;RL;4.6;4.7;3.2;4.22
P06464;Karapakkam;672;103;1;1;2;AbNormal;Yes;17/08/1990;Others;NoSeWa;No Access;RH;3.9;3.1;5;4.1
P00028;Chrompet;958;88;1;1;3;AbNormal;Yes;11/02/1981;Commercial;AllPub;Paved;RL;3.7;2.4;4.5;3.42
P07499;Chrompet;889;196;1;1;3;AbNormal;No;27/10/1987;Others;ELO;Gravel;RM;5;2.4;2;3.06
P09599;Velachery;1563;158;2;1;4;Partial;No;17/08/1970;House;AllPub;No Access;A;2.8;2.3;4.9;3.21
P09090;Anna Nagar;1625;118;1;1;4;AbNormal;No;20/04/1966;Others;NoSewr ;Gravel;RH;2.4;4.6;4.5;3.79
P05449;KK Nagar;1377;194;2;1;4;Family;Yes;26/02/1994;Commercial;AllPub;Gravel;RM;2.7;3.8;3.4;3.31
P03731;Anna Nagar;1589;196;1;1;4;Family;Yes;28/01/1991;Others;AllPub;No Access;RL;2.3;4.2;3.2;3.135
P02551;Karapakkam;606;86;1;1;2;AbNormal;No;15/09/1998;Commercial;NoSeWa;No Access;RL;2.6;4.4;3.8;3.62
P05902;Chrompet;1035;126;1;1;3;Partial;No;03/12/2005;Commercial;ELO;Gravel;RM;3.3;4.4;3.4;3.77
P07919;Chrompet;1132;106;1;1;3;AbNormal;Yes;01/07/1985;House;NoSewr ;No Access;RH;4.6;2.2;3.7;3.37
P01407;Anna Nagar;1677;123;1;1;4;Partial;No;01/06/2002;House;ELO;Gravel;RL;2.5;3.2;4.3;3.395
P03889;T Nagar;1547;117;1;1;4;AdjLand;Yes;30/12/1973;House;NoSewr ;Gravel;RM;3.9;3.4;4.9;4.225
P04151;Anna Nagar;1646;94;1;1;4;AbNormal;Yes;29/10/2000;Commercial;AllPub;Paved;RM;3.8;2.8;4.3;3.75
P06384;Adyar;1081;158;1;1;3;AbNormal;No;09/09/1973;Commercial;ELO;Paved;C;4.1;4.9;3.7;4.06
P07354;Chrompet;892;155;1;1;3;AdjLand;Yes;19/12/1976;Others;ELO;No Access;RL;3.1;3.8;3.2;3.41
P07873;KK Nagar;1951;111;3;2;5;Partial;No;10/07/2000;House;NoSeWa;Gravel;RH;2.2;2.6;4.2;3.12
P03172;Chrompet;1080;56;1;1;3;Partial;Yes;15/05/2002;Commercial;ELO;Paved;RH;2;4;4.5;3.55
P00785;Anna Nagar;1781;0;1;1;4;AdjLand;No;31/07/1988;House;NoSeWa;Gravel;RL;4.9;3.5;4.7;4.47
P03519;Karapakkam;739;121;1;1;2;Normal Sale;Yes;12/03/2000;Commercial;ELO;Gravel;RM;3;2.5;4.1;3.29
P07681;KK Nagar;2198;71;3;2;5;Partial;Yes;10/09/1987;Others;NoSewr ;Gravel;RM;4.8;4.2;3.9;4.26
P02715;Karapakkam;1513;126;2;2;4;AdjLand;Yes;21/08/1974;Commercial;ELO;No Access;RH;4.2;4.4;3.1;3.82
P04195;Velachery;1527;17;2;1;4;Family;No;27/10/1978;Commercial;AllPub;No Access;RH;4.2;3.5;5;4.13
P00558;Anna Nagar;1793;146;1;1;4;Partial;No;15/01/1980;Others;NoSeWa;Gravel;RL;4.3;3.3;4.8;4.25
P05321;Velachery;1891;154;3;2;5;AbNormal;Yes;26/03/1976;Others;NoSewr ;Paved;RL;2.6;3;3.1;2.93
P06099;Karapakkam;1479;156;2;2;4;AbNormal;Yes;25/10/2000;House;AllPub;NoAccess;RH;4.2;2.9;4.4;3.89
P04584;Karapakkam;1204;150;1;1;3;AbNormal;Yes;10/08/1989;Others;NoSewr ;No Access;RH;3.3;4.7;2.6;3.44
P05617;KK Nagar;1416;157;2;1;4;Normal Sale;No;27/01/2002;House;NoSeWa;Gravel;RH;3.4;2.1;2.7;2.73
P05093;Chrompet;1134;101;1;1;3;AbNormal;Yes;07/05/1995;Commercial;ELO;No Access;RH;2.6;4;3.7;3.49
P08217;KK Nagar;1614;140;2;1;4;Partial;No;23/03/1997;Commercial;NoSewr ;Gravel;RH;4.8;4.7;2.6;3.89
P09514;Chrompet;1002;70;1;1;3;AbNormal;Yes;01/11/1998;Others;NoSeWa;No Access;RM;4.3;4.6;4.4;4.45
P01754;Karapakkam;1374;28;2;2;4;Normal Sale;Yes;22/02/1974;Commercial;NoSewr ;Gravel;RH;3.4;3.1;3.9;3.51
P00403;Chrompet;711;116;1;1;2;AdjLand;Yes;15/05/2002;Others;NoSeWa;No Access;RL;2.6;3.2;2.8;2.9
P00004;Anna Nagar;1973;81;2;1;5;Normal Sale;Yes;22/02/1993;House;ELO;Paved;RM;4.5;2;3.7;3.555
P09345;T Nagar;1888;152;2;1;5;Family;Yes;19/01/1969;House;NoSeWa;Gravel;RL;4;4.2;3.8;3.96
P07474;Velachery;1527;43;2;1;4;Family;Yes;04/11/1983;Others;ELO;Gravel;C;3.6;2.3;2.1;2.57
P01467;T Nagar;1920;166;2;1;5;AbNormal;No;24/04/1993;Others;ELO;Gravel;RL;2;4.4;2.8;2.96
P00908;Chrompet;921;71;1;1;3;AbNormal;Yes;11/05/2008;House;AllPub;Gravel;RM;2.1;3.2;4.1;3.14
P02273;KK Nagar;1365;105;2;1;4;AbNormal;Yes;05/11/1996;Others;NoSeWa;Gravel;RH;5;5;3.8;4.52
P07846;KK Nagar;1933;186;3;2;5;Partial;No;21/07/1986;Commercial;NoSeWa;Gravel;RL;3.7;2.6;3.2;3.17
P03785;Karapakkam;1128;20;1;1;3;Normal Sale;Yes;23/01/1963;Others;ELO;Paved;A;3.5;4.3;4;3.94
P02572;Adyar;846;80;1;1;3;Family;No;15/09/1987;Others;ELO;No Access;C;2.3;4.9;3.5;3.42
P06270;Karapakkam;1511;77;2;2;4;Partial;Yes;04/10/1970;House;AllPub;Gravel;RL;4.2;3.7;4.4;4.13
P08948;Adyar;976;47;1;1;3;Normal Sale;Yes;11/06/1994;Others;AllPub;No Access;RL;4.7;2.6;4.4;4.13
P02532;Chrompet;823;114;1;1;3;AdjLand;No;22/09/1985;House;NoSewr ;Paved;RM;3.5;2.7;3;3.03
P01906;Karapakkam;1101;78;1;1;3;Normal Sale;Yes;23/01/1981;House;NoSewr ;Gravel;RH;4.6;2.6;2.3;3.08
P05633;Adyar;733;190;1;1;2;AbNormal;No;31/01/1974;Others;ELO;No Access;C;4.3;5;2.4;3.49
P02759;KK Nagar;1723;35;2;1;4;Normal Sale;Yes;05/08/2005;House;AllPub;Gravel;RL;2.3;2.7;5;3.5
P01176;Chrompet;1216;12;2;1;4;Family;Yes;19/11/1990;House;ELO;Gravel;RH;4.2;4.5;4.9;4.53
P00958;Chrompet;732;0;1;1;2;AbNormal;Yes;10/04/2003;Commercial;ELO;No Access;RM;3.5;4.9;2.5;3.76
P06947;T Nagar;1682;119;1;1;4;AdjLand;Yes;22/04/1970;Commercial;AllPub;Paved;RL;4.5;3.3;4.4;4.155
P03953;Karapakkam;701;82;1;1;2;Partial;Yes;07/12/2002;House;NoSeWa;No Access;A;4.1;4.8;2.8;3.79
P08894;Chrompet;874;97;1;1;3;Family;No;04/07/1997;House;NoSewr ;Gravel;RH;2.3;2.1;4.7;2.94
P00615;Chrompet;1026;189;1;1;3;Partial;Yes;29/11/1997;Commercial;AllPub;Gravel;RM;2;3.7;5;3.58
P00185;T Nagar;1884;181;2;1;5;AbNormal;Yes;17/10/1999;House;AllPub;No Access;RM;2;2.1;4.4;3.105
P09007;T Nagar;1818;193;2;1;5;Normal Sale;Yes;25/05/1975;Commercial;NoSeWa;Gravel;RM;4.2;2.3;3.9;3.59
P02706;Karapakkam;1091;31;1;1;3;AdjLand;No;21/08/1977;Commercial;NoSeWa;Gravel;I;2.6;4.8;3.8;3.74
P05149;Karapakkam;1380;185;2;2;4;AbNormal;No;26/04/1981;House;NoSeWa;Gravel;RM;2.6;2.2;5;3.44
P04920;Karapakkam;1422;182;2;2;4;Family;Yes;11/06/1976;Others;AllPub;No Access;C;3.6;3.1;3.4;3.37
P05675;Chrompet;1179;122;1;1;3;Partial;No;16/01/2003;Others;AllPub;Gravel;RM;4.2;2.4;3.4;3.24
P07481;Adyar;1081;85;1;1;3;Family;No;03/11/1978;House;AllPub;No Access;C;3.5;3.1;3.2;3.27
P09981;Velachery;1513;128;2;1;4;Normal Sale;Yes;01/06/1977;Commercial;ELO;Gravel;A;2.6;3;4.7;3.41
P08552;Chrompet;917;147;1;1;3;Partial;No;12/11/1999;House;ELO;No Access;RL;4.6;5;3.2;4.34
P04606;Anna Nagar;1816;38;2;1;5;Partial;No;03/08/2000;Others;AllPub;Gravel;RH;2.2;3.5;2.2;2.525
P06792;T Nagar;1888;52;2;1;5;Partial;Yes;02/06/1967;Others;ELO;No Access;RM;2.4;3.9;2.6;2.865
P08304;Chrompet;764;137;1;1;2;Partial;No;23/02/2000;House;ELO;No Access;RH;3.3;3.2;2.1;2.9
P05186;Karapakkam;916;109;1;1;3;AbNormal;No;18/04/1991;Others;ELO;Gravel;RH;2.1;2.9;4.7;3.38
P01756;Velachery;1814;196;3;2;5;AbNormal;No;14/02/2005;Commercial;AllPub;Gravel;A;3.6;3.6;4.9;3.99
P03545;KK Nagar;1462;83;2;1;4;Partial;Yes;08/03/1999;Commercial;NoSeWa;Paved;RH;4.3;4.4;4.2;4.29
P01925;KK Nagar;1866;86;3;2;5;AdjLand;No;19/01/1991;House;AllPub;Gravel;RL;2.6;4.1;3.8;3.53
P05371;Chrompet;980;90;1;1;3;Family;Yes;14/03/1985;Commercial;NoSeWa;Paved;RH;4.3;3.2;2.1;3.2
P04921;Karapakkam;1354;106;2;2;4;Family;No;04/06/2004;House;NoSeWa;No Access;A;2.3;2;3.8;2.81
P05295;KK Nagar;1303;74;1;1;3;Family;Yes;28/03/1992;Others;NoSeWa;Gravel;RH;3.4;4.6;4.2;4.08
P08220;Adyar;1234;129;2;2;4;Normal Sale;No;23/03/1992;Others;AllPub;No Access;A;3;2;3.4;3
P07428;Chrompet;840;56;1;1;3;Partial;No;17/11/1987;Others;ELO;Gravel;RM;2.7;2.1;3;2.55
P08868;Anna Nagar;1977;124;2;1;5;AdjLand;No;26/07/1978;House;ELO;No Access;RH;3.9;2.6;3.3;3.335
P01631;Karapakkam;736;120;1;1;2;AbNormal;Yes;14/03/1983;House;AllPub;No Access;RL;3.6;2.4;4.1;3.44
P04777;KK Nagar;2363;169;4;2;6;Family;No;07/07/1991;Commercial;NoSewr ;Gravel;RL;3.5;4.9;4.6;4.36
P08863;Adyar;1068;167;1;1;3;AdjLand;No;30/07/1968;Others;NoSeWa;Pavd;C;3.8;3.1;4.2;3.86
P08697;Chrompet;1109;109;1;1;3;Family;Yes;26/09/1971;House;AllPub;Gravel;RH;3.2;4.3;3.1;3.61
P09128;Velachery;1587;21;2;1;4;Partial;Yes;02/04/1984;House;ELO;Paved;I;4.8;4.8;4;4.56
P05114;Chrompet;1261;130;2;1;4;Family;Yes;30/04/2002;Commercial;NoSewr ;Gravel;RH;4.7;2.6;3.6;3.53
P09268;Anna Nagar;1971;72;2;1;5;AdjLand;No;17/02/1966;Commercial;ELO;No Access;RM;3.2;3.8;4.9;4.03
P02155;Karapakkam;869;197;1;1;2;AdjLand;No;09/12/1966;Others;NoSeWa;Paved;RL;2.4;3.5;2.3;2.69
P00602;Anna Nagar;1548;81;1;1;4;Partiall;Yes;15/12/1974;Commercial;ELO;Paved;RM;4.6;3.4;5;4.46
P03335;KK Nagar;1540;24;2;1;4;AbNormal;No;14/04/2002;House;AllPub;Paved;RH;2.6;3.6;3.1;3.1
P03878;KK Nagar;1763;155;2;1;4;Family;Yes;31/12/1983;Others;AllPub;Paved;RH;2.5;3.5;2.5;2.8
P02494;Karapakkam;830;193;1;1;2;Family;Yes;25/09/2000;House;NoSeWa;Paved;RL;2.3;3.1;2.5;2.62
P00515;Chrompet;955;39;1;1;3;AbNormal;Yes;15/02/1991;House;NoSeWa;Paved;RH;2;2.3;2.6;2.3
P06117;Anna Nagar;1895;194;2;1;5;Family;Yes;28/10/1978;House;NoSeWa;Gravel;RL;2.7;2.3;3.9;3.08
P06344;Adyar;1002;149;1;1;3;Family;Yes;12/09/2001;Others;NoSeWa;Paved;A;3.6;4.1;4.4;4.1
P10023;Velachery;1860;57;3;2;5;Partial;Yes;02/02/1997;Commercial;NoSewr ;Gravel;A;2.6;4.3;3.7;3.7
P03293;Karapakkam;756;71;1;1;2;AdjLand;No;25/04/1982;Commercial;NoSewr ;Gravel;RH;4.3;4.5;3.8;4.16
P01752;Karapakkam;1031;191;1;1;3;AbNormal;Yes;16/02/1998;House;ELO;Gravel;I;3;4.7;4.2;3.99
P04917;Karapakkam;642;119;1;1;2;AbNormal;Yes;11/06/1980;Commercial;ELO;Gravel;I;4.6;3.8;4;4.12
P03683;KK Nagar;2339;9;4;2;6;Family;Yes;04/02/1997;Commercial;NoSewr ;Gravel;RH;4;4.7;4.8;4.53
P00510;T Nagar;1777;183;1;1;4;Normal Sale;Yes;24/02/1972;House;ELO;Paved;RM;3.3;2.7;4.6;3.735
P03468;KK Nagar;2153;165;3;2;5;Partial;No;28/03/1985;Others;AllPub;Gravel;RH;3.4;3.6;2.2;2.98
P02554;Anna Nagar;1685;108;1;1;4;Normal Sale;Yes;22/09/1970;Commercial;ELO;No Access;RL;3.2;3.6;2.7;3.1
P04320;KK Nagar;1410;19;2;1;4;Normal Sale;Yes;29/09/1984;House;NoSewr ;Gravel;RL;3;3.5;2.2;2.83
P00929;T Nagar;1664;90;1;1;4;AbNormal;No;29/04/1995;Others;NoSewr ;Gravel;RL;2.1;4.8;4.2;3.72
P01102;T Nagar;1692;24;1;1;4;Family;Yes;03/01/1983;Others;NoSewr ;Paved;RL;4.5;4.8;3.1;3.945
P00764;Chrompet;867;108;1;1;3;Normal Sale;Yes;17/08/1985;Others;ELO;Paved;RM;2.3;3.6;4.8;3.57
P08971;Chrompet;1225;85;2;1;4;AbNormal;Yes;31/05/2000;Others;AllPub;Gravel;RH;3.8;4.5;4.7;
P05567;Karapakkam;604;17;1;1;2;Partial;Yes;09/02/1982;Comercial;NoSewr ;Gravel;C;2.3;2.3;4.5;3.18
P05042;Karapakkam;666;51;1;1;2;AdjLand;Yes;20/05/1974;Others;ELO;Gravel;I;3.2;4.4;2.5;3.28
P00978;Chrompet;1015;24;1;1;3;Normal Sale;No;24/03/2005;House;NoSeWa;No Access;RL;4.4;3.6;3;3.66
P07487;KK Nagar;2194;73;3;2;5;Partial;No;27/10/2002;Commercial;NoSewr ;Gravel;RH;2.8;3.7;4.2;3.63
P06260;KK Nagar;2268;165;4;2;6;AdjLand;Yes;01/10/1998;Commercial;NoSewr ;Gravel;RH;2.1;4;2.8;2.95
P02390;Velachery;1880;95;3;2;5;Family;Yes;25/10/1965;Commercial;NoSeWa;No Access;C;3.7;3.2;4.2;3.63
