PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P02280,Karapakkam,1257,31-10-2011,72,1.0,1.0,3,Partial,No,02-11-2003,House,AllPub,Gravel,I,3.2,3.1,2.4,2.85,270860,60944,6771500
P09633,Velachery,1510,22-05-2006,128,2.0,1.0,4,AdjLand,No,26-05-1990,Others,NoSewr ,Gravel,RM,2.9,4.2,3.1,3.55,332333,210478,11077770
P08474,Anna Nagar,1514,18-12-2007,132,1.0,1.0,4,Partial,Yes,20-12-1998,House,AllPub,Paved,RM,4.3,2.4,4.7,3.985,408843,153316,12776330
P00600,Chrompet,707,06-12-2013,197,1.0,1.0,2,Family,Yes,16-12-1975,Others,NoSewr ,No Access,RM,5.0,2.7,4.5,3.93,263099,127563,7972690
P00552,Chrompet,725,11-01-2014,3,1.0,1.0,2,AbNormal,No,14-01-2002,House,NoSewr ,No Access,RM,2.2,4.1,2.0,2.9,184444,120598,7094000
P07862,KK Nagar,1932,10-07-2008,126,3.0,2.0,5,AdjLand,Yes,13-07-1996,Others,NoSeWa,Gravel,RH,4.8,2.1,4.6,3.91,426380,170552,12182280
P05570,Karapakkam,939,01-02-2010,169,1.0,1.0,3,Normal Sale,Yes,07-02-1986,House,AllPub,No Access,C,3.3,4.6,5.0,4.37,260999,111857,5326500
P05006,Karapakkam,901,18-05-2010,40,1.0,1.0,3,Partial,Yes,19-05-2004,Others,ELO,No Access,A,3.0,4.8,3.1,3.58,145045,79541,4678875
P00138,Chrompet,780,13-11-2014,37,1.0,1.0,2,AbNormal,No,17-11-1999,House,ELO,No Access,RL,4.7,3.0,3.9,3.78,202872,98164,6544250
P07817,Adyar,921,23-07-2008,163,1.0,1.0,3,Normal Sale,No,26-07-1998,Others,AllPub,No Access,I,3.5,2.5,2.0,2.55,222526,64604,7178250
P08943,Adyar,734,10-06-2007,131,1.0,1.0,2,AdjLand,Yes,19-06-1971,Commercial,AllPub,Gravel,C,3.6,2.5,4.0,3.58,398500,20436,10217940
P07242,KK Nagar,2428,09-01-2009,48,4.0,2.0,6,Normal Sale,No,11-01-2003,Commercial,AllPub,Gravel,RH,3.2,2.1,4.9,3.55,783633,223895,18657920
P09426,Velachery,1533,12-12-2006,62,2.0,1.0,4,AbNormal,Yes,24-12-1958,Others,AllPub,No Access,RL,4.4,2.4,4.1,3.41,383116,67045,9577910
P01413,Chrompet,729,23-05-2012,116,1.0,1.0,2,Normal Sale,Yes,01-06-1977,Others,ELO,Gravel,RH,3.3,4.8,3.0,3.81,197975,134623,7918980
P08337,Velachery,1729,08-02-2008,144,2.0,1.0,4,Partial,Yes,18-02-1967,Commercial,NoSewr ,Paved,A,3.3,4.0,4.0,3.83,396911,128036,12803570
P04903,Karapakkam,1149,07-06-2010,21,1.0,1.0,3,Family,No,14-06-1983,House,ELO,Paved,RH,4.0,4.1,3.3,3.75,276424,135141,6142750
P01951,Adyar,1275,09-01-2012,120,2.0,2.0,4,AbNormal,Yes,15-01-1988,Others,ELO,Paved,A,3.2,3.4,4.4,3.84,301177,115156,8858160
P07833,KK Nagar,2260,19-07-2008,101,4.0,2.0,6,AdjLand,No,25-07-1986,House,NoSewr ,Gravel,RM,5.0,3.0,3.5,3.8,375853,162870,12528440
P06551,Karapakkam,979,25-07-2009,176,1.0,1.0,3,AdjLand,No,29-07-1993,Others,ELO,Paved,RL,2.3,4.1,4.6,3.76,320084,174591,7274625
P00357,Chrompet,856,09-06-2014,83,1.0,1.0,3,AdjLand,Yes,15-06-1989,Others,NoSeWa,Paved,RH,3.3,3.5,2.0,2.99,264761,85407,8540670
P09389,Adyar,706,25-12-2006,23,1.0,1.0,2,AbNormal,No,31-12-1981,Others,ELO,Paved,A,3.9,4.0,4.5,4.22,197132,5055,5054675
P05819,Chrompet,762,17-12-2009,154,1.0,1.0,2,AbNormal,No,24-12-1983,House,NoSewr ,Paved,RL,2.1,4.8,3.6,3.63,204076,56297,7037100
P03626,T Nagar,1664,13-02-2011,108,1.0,1.0,4,Normal Sale,No,23-02-1969,Others,AllPub,Paved,RM,2.3,4.3,4.4,3.745,516824,119267,13251910
P02729,Chrompet,1034,10-08-2011,53,1.0,1.0,3,Normal Sale,No,12-08-2003,Others,NoSewr ,No Access,RL,2.4,3.8,3.0,3.14,228679,143983,8469580
P08290,KK Nagar,1503,27-02-2008,114,2.0,1.0,4,AbNormal,Yes,28-02-2003,Others,AllPub,Gravel,RL,3.5,4.9,3.9,4.08,566388,260538,11327760
P02995,Adyar,674,17-06-2011,92,1.0,1.0,2,Normal Sale,No,26-06-1973,Others,ELO,Paved,RL,3.8,4.5,4.5,4.29,238018,14425,7212670
P04280,Karapakkam,1023,01-10-2010,154,1.0,1.0,3,Partial,Yes,04-10-1999,Others,NoSeWa,Gravel,I,2.0,3.6,3.8,3.2,343588,87725,7310375
P06784,KK Nagar,1428,26-05-2009,17,2.0,1.0,4,Family,Yes,28-05-2002,Commercial,NoSeWa,Paved,RH,4.5,2.2,4.9,3.97,648247,181509,12964940
P07613,KK Nagar,2075,21-09-2008,6,3.0,2.0,5,AbNormal,No,29-09-1979,Others,AllPub,Paved,RH,4.8,2.3,4.3,3.85,374363,181833,10696080
P04817,KK Nagar,2271,26-06-2010,172,4.0,2.0,6,Normal Sale,No,03-07-1981,House,NoSeWa,Paved,RL,2.5,4.6,3.5,3.53,412162,195235,10846380
P07170,Adyar,1001,30-01-2009,58,1.0,1.0,3,Normal Sale,Yes,09-02-1972,Others,AllPub,Gravel,RL,3.8,3.5,2.7,3.19,410816,126405,10533755
P06507,KK Nagar,1503,04-08-2009,121,2.0,1.0,4,Partial,Yes,07-08-1998,House,NoSewr ,Gravel,RM,3.9,4.8,4.0,4.21,496369,183441,10790620
P00154,Chrompet,1294,06-11-2014,80,2.0,1.0,4,AbNormal,Yes,08-11-2005,Others,ELO,Paved,RL,4.3,3.1,4.6,3.91,345883,100418,11157530
P03211,Karapakkam,1199,04-05-2011,70,1.0,1.0,3,Family,No,12-05-1979,Others,NoSewr ,No Access,RM,3.4,2.8,2.8,2.98,249190,65962,7329125
P08748,Chrompet,862,03-09-2007,83,1.0,1.0,3,AdjLand,No,04-09-2002,House,ELO,No Access,RM,3.4,2.6,2.4,2.78,231726,111868,7990550
P08387,Chrompet,1122,20-01-2008,164,1.0,1.0,3,Partial,Yes,26-01-1984,House,AllPub,Paved,RM,4.4,3.2,2.6,3.38,310360,150174,10011600
P02550,KK Nagar,2242,13-09-2011,181,4.0,2.0,6,AdjLand,Yes,19-09-1987,Others,NoSewr ,Paved,RM,2.5,4.8,4.3,3.91,680743,333425,13892720
P08601,Chrompet,984,26-10-2007,92,1.0,1.0,3,Normal Sale,Yes,28-10-1999,Commercial,AllPub,Paved,RL,2.6,4.3,3.8,3.64,395922,92382,13197400
P00706,Chrompet,1095,02-10-2013,79,1.0,1.0,3,Partial,Yes,11-10-1979,Others,NoSewr ,Gravel,RL,3.6,4.3,5.0,4.3,326709,132725,10209650
P07012,Velachery,1786,24-03-2009,37,2.0,1.0,4,AbNormal,Yes,27-03-1998,Commercial,NoSeWa,Gravel,RM,3.2,3.7,4.5,3.82,672394,224131,17240870
P05753,Velachery,1908,29-12-2009,73,3.0,2.0,5,AbNormal,Yes,07-01-1974,House,NoSeWa,No Access,C,4.5,3.3,5.0,4.11,338673,127002,8466820
P07027,KK Nagar,2047,18-03-2009,26,3.0,2.0,5,Normal Sale,Yes,20-03-2002,Commercial,NoSeWa,Gravel,RH,4.3,3.7,2.8,3.52,823312,411656,17152340
P04122,Velachery,1964,02-11-2010,187,3.0,2.0,5,AbNormal,No,13-11-1966,House,AllPub,Gravel,I,2.6,2.7,4.0,3.07,279871,195910,9329030
P07109,KK Nagar,2145,21-02-2009,70,3.0,2.0,5,AdjLand,No,27-02-1987,Commercial,NoSeWa,Gravel,RL,2.3,3.7,4.5,3.6,607510,433936,17357440
P02660,T Nagar,1505,24-08-2011,83,1.0,1.0,4,AbNormal,Yes,01-09-1977,House,ELO,No Access,RL,4.3,4.0,2.4,3.37,443455,177382,11086380
P01992,Chrompet,1184,01-01-2012,63,1.0,1.0,3,Family,Yes,10-01-1976,Commercial,AllPub,Paved,RL,3.6,2.2,3.6,3.04,406928,182416,14032000
P06016,Karapakkam,715,09-11-2009,146,1.0,1.0,2,AbNormal,No,12-11-1997,Others,AllPub,Paved,I,2.8,2.3,4.5,3.33,224444,99173,5219625
P04426,Chrompet,997,03-09-2010,114,1.0,1.0,3,Partial,Yes,13-09-1970,Commercial,ELO,Gravel,RH,2.8,3.8,5.0,3.86,385798,144674,12056200
P09687,Velachery,1645,23-02-2006,186,2.0,1.0,4,AbNormal,No,06-03-1962,House,NoSewr ,Gravel,RL,3.5,3.4,2.0,3.01,325060,74299,9287430
P10007,Velachery,1767,24-03-2004,181,2.0,1.0,4,AdjLand,No,28-03-1988,House,NoSeWa,Paved,RM,3.0,2.9,3.8,3.2,336409,189230,10512770
P08224,Chrompet,1112,18-03-2008,86,1.0,1.0,3,AdjLand,Yes,27-03-1973,Commercial,AllPub,No Access,RL,2.5,3.7,4.0,3.43,360819,200455,13363650
P00818,Chrompet,1027,04-07-2013,4,1.0,1.0,3,Normal Sale,Yes,08-07-1999,Others,ELO,No Access,RL,4.9,4.9,2.8,4.27,268699,74124,9265490
P09734,Velachery,1540,18-10-2005,36,2.0,1.0,4,Partial,Yes,23-10-1987,Commercial,AllPub,Gravel,A,3.4,2.4,4.0,3.13,480611,113829,12647660
P05682,Anna Nagar,1988,13-01-2010,49,2.0,1.0,5,Normal Sale,Yes,17-01-1993,House,NoSeWa,Gravel,RH,3.4,2.0,2.1,2.53,431558,236661,13921240
P04768,Karapakkam,1685,02-07-2010,58,2.0,2.0,4,AbNormal,No,12-07-1971,House,NoSewr ,Gravel,C,3.8,4.8,2.1,3.42,290756,166146,6922750
P07803,T Nagar,1550,29-07-2008,39,1.0,1.0,4,Normal Sale,No,03-08-1989,House,ELO,Paved,RL,2.6,2.2,2.9,2.635,399932,144420,11109230
P06975,Velachery,1616,01-04-2009,188,2.0,1.0,4,Family,No,05-04-1995,House,NoSewr ,Paved,RM,4.4,3.7,2.6,3.55,313415,195885,9794230
P03644,Chrompet,1189,09-02-2011,156,1.0,1.0,3,AbNormal,No,11-02-2004,Commercial,NoSewr ,Gravel,RM,2.4,2.0,3.9,2.69,439370,131811,14645650
P08178,Velachery,1809,30-03-2008,174,3.0,2.0,5,Normal Sale,No,05-04-1987,Others,NoSeWa,Paved,RM,4.0,4.0,5.0,4.3,439509,202850,11269470
P05987,Adyar,1128,15-11-2009,123,1.0,1.0,3,Partial,Yes,24-11-1975,House,AllPub,No Access,RM,3.7,3.9,3.2,3.49,328536,19326,9662810
P09580,Velachery,1559,09-09-2006,107,2.0,1.0,4,AdjLand,Yes,21-09-1958,Commercial,AllPub,Paved,C,2.5,4.7,4.7,4.15,415983,181992,12999460
P03301,Anna Nagar,1515,18-04-2011,103,1.0,1.0,4,Normal Sale,No,27-04-1972,House,AllPub,No Access,RM,3.4,3.2,2.8,3.11,391136,97784,10864880
P04550,KK Nagar,2495,11-08-2010,191,4.0,2.0,6,Family,No,18-08-1982,House,NoSewr ,Gravel,RM,3.0,3.0,2.7,2.88,474869,174952,12496560
P02776,Karapakkam,633,30-07-2011,10,1.0,1.0,2,Normal Sale,No,11-08-1963,Commercial,NoSewr ,No Access,RH,4.0,2.9,4.8,3.99,248512,118608,5648000
P03811,Anna Nagar,1814,07-01-2011,86,2.0,1.0,5,AdjLand,No,15-01-1977,House,AllPub,No Access,RL,2.9,4.0,2.1,2.855,312326,192200,12012530
P09607,Velachery,1668,20-07-2006,167,2.0,1.0,4,Normal Sale,No,25-07-1984,Others,NoSewr ,Paved,I,3.5,4.5,4.3,4.19,316223,180699,9034940
P05432,Karapakkam,831,25-02-2010,63,1.0,1.0,2,AdjLand,No,05-03-1977,House,NoSeWa,Gravel,RH,3.4,2.8,3.4,3.22,304163,66916,6083250
P05723,KK Nagar,2232,04-01-2010,172,4.0,2.0,6,Normal Sale,Yes,07-01-1999,Others,NoSeWa,Gravel,RM,3.3,2.1,3.6,3.06,591119,225188,14074260
P04190,Karapakkam,1108,19-10-2010,184,1.0,1.0,3,Partial,No,24-10-1989,House,NoSeWa,Gravel,C,5.0,2.2,2.2,3.04,256356,48067,5340750
P00874,Anna Nagar,1930,03-06-2013,161,2.0,1.0,5,AdjLand,Yes,06-06-2001,House,AllPub,No Access,RH,2.9,2.6,4.2,3.345,413732,173500,13346190
P05955,Karapakkam,1356,21-11-2009,85,2.0,2.0,4,AdjLand,Yes,29-11-1976,Others,AllPub,Paved,I,4.8,2.7,2.0,3.05,343445,179900,8177250
P01060,Anna Nagar,1606,18-01-2013,160,1.0,1.0,4,Normal Sale,No,22-01-1998,House,ELO,No Access,RM,4.6,3.0,3.2,3.64,378045,103103,11455900
P02528,Karapakkam,825,16-09-2011,50,1.0,1.0,2,Partial,No,20-09-1994,Commercial,NoSewr ,Gravel,RM,4.9,4.6,3.4,4.21,353619,120975,9305750
P09024,Chrompet,759,10-05-2007,50,1.0,1.0,2,Family,No,17-05-1978,Others,AllPub,No Access,RM,4.1,2.5,2.0,2.83,191677,88466,7372180
P09064,T Nagar,1872,24-04-2007,194,2.0,1.0,5,Family,Yes,25-04-2001,Commercial,ELO,Paved,RM,4.8,2.7,3.5,3.69,821467,355229,22201820
P05897,KK Nagar,1563,03-12-2009,122,2.0,1.0,4,AbNormal,No,08-12-1990,Commercial,NoSeWa,Paved,RM,5.0,5.0,2.7,4.08,429046,221443,13840180
P03837,Karapakkam,813,02-01-2011,99,1.0,1.0,2,AdjLand,No,13-01-1965,House,NoSewr ,Gravel,A,4.9,4.4,3.0,3.99,172118,96554,4198000
P04729,Karapakkam,752,08-07-2010,158,1.0,1.0,2,Partial,Yes,17-07-1972,Commercial,AllPub,Paved,RM,4.1,3.3,2.9,3.38,307513,72356,9044500
P03086,Chrompet,997,29-05-2011,40,1.0,1.0,3,Partial,No,30-05-2006,Others,NoSewr ,Gravel,RL,4.9,2.1,4.4,3.63,249578,27731,9243640
P09473,Adyar,790,20-11-2006,102,1.0,1.0,2,AdjLand,No,30-11-1966,House,ELO,Gravel,RH,4.2,3.1,2.5,3.13,256547,43979,7329900
P09052,T Nagar,1920,30-04-2007,175,2.0,1.0,5,Partial,Yes,09-05-1971,Commercial,ELO,Paved,RM,4.1,4.2,2.9,3.585,677166,305817,21844070
P07969,Chrompet,1016,07-06-2008,52,1.0,1.0,3,AbNormal,Yes,17-06-1971,House,ELO,Paved,RH,3.1,4.4,2.1,3.32,201964,105021,8078550
P07661,Adyar,968,08-09-2008,49,1.0,1.0,3,AdjLand,Yes,18-09-1971,Others,ELO,Gravel,RL,3.5,3.9,4.7,4.18,368265,115740,10521855
P03828,Adyar,895,05-01-2011,197,1.0,1.0,3,AdjLand,Yes,15-01-1971,House,NoSewr ,No Access,I,3.6,4.7,4.2,4.12,250641,7372,7371800
P01897,KK Nagar,1921,19-01-2012,28,3.0,2.0,5,AdjLand,No,23-01-1995,Others,AllPub,Paved,RL,3.7,3.4,3.4,3.49,556393,124905,11354960
P01418,Anna Nagar,1638,20-05-2012,6,1.0,1.0,4,AbNormal,No,26-05-1991,House,NoSeWa,Paved,RM,3.2,4.7,4.6,4.135,462151,194590,12161870
P07600,Velachery,1514,24-09-2008,93,2.0,1.0,4,AbNormal,Yes,26-09-2000,Others,NoSeWa,Paved,RL,4.8,2.9,3.3,3.5,385017,192508,10694910
P09300,Chrompet,1092,26-01-2007,80,1.0,1.0,3,AdjLand,Yes,05-02-1967,Commercial,NoSewr ,Paved,RL,3.2,4.6,2.3,3.49,381035,217734,13608400
P09588,Velachery,1626,05-09-2006,37,2.0,1.0,4,Family,Yes,15-09-1966,Others,ELO,Gravel,C,3.4,4.0,3.2,3.61,309148,100019,9092600
P05896,KK Nagar,1307,03-12-2009,39,1.0,1.0,3,Family,No,10-12-1980,Others,AllPub,Gravel,RH,2.3,3.9,4.5,3.66,359399,75223,8358120
P03063,KK Nagar,1607,02-06-2011,186,2.0,1.0,4,AdjLand,Yes,09-06-1981,Commercial,AllPub,Paved,RH,2.7,3.3,4.3,3.52,497343,142098,14209800
P00281,Chrompet,1166,30-07-2014,31,1.0,1.0,3,Normal Sale,No,31-07-2009,Others,NoSeWa,Gravel,RL,2.6,2.4,5.0,3.24,262422,171584,10093170
P03904,Karapakkam,1216,17-12-2010,63,1.0,1.0,3,Family,No,27-12-1971,Others,AllPub,Paved,RM,3.8,4.8,2.5,3.58,377422,160605,8030250
P05064,Chrompet,918,06-05-2010,99,1.0,1.0,3,Normal Sale,No,13-05-1982,Others,ELO,Paved,RM,4.8,4.3,3.6,4.24,236133,148676,8745660
P06668,KK Nagar,1994,30-06-2009,111,3.0,2.0,5,Normal Sale,Yes,03-07-1999,House,AllPub,Paved,RH,4.7,5.0,3.6,4.35,452574,154538,11038400
P08929,Adyar,692,15-06-2007,190,1.0,1.0,2,Family,No,17-06-1999,Others,AllPub,No Access,A,4.2,3.0,2.2,2.96,159076,32751,4678720
P07374,Anna Nagar,1896,05-12-2008,134,2.0,1.0,5,Normal Sale,Yes,07-12-2003,Commercial,ELO,Gravel,RH,2.7,4.5,3.1,3.31,870024,217506,21750600
P06138,Karapakkam,1262,14-10-2009,89,1.0,1.0,3,AdjLand,Yes,19-10-1991,Others,AllPub,Paved,I,4.9,4.4,3.9,4.35,361273,82108,8210750
P01807,KK Nagar,2289,05-02-2012,120,4.0,2.0,6,AdjLand,Yes,06-02-2006,House,AllPub,Paved,RL,4.3,2.2,5.0,3.95,621279,168263,12943320
P09141,Velachery,1694,22-03-2007,68,2.0,1.0,4,Partial,No,27-03-1985,Others,AllPub,Gravel,RL,3.2,3.6,3.3,3.41,388753,157603,10506840
P03064,Karapakkam,877,01-06-2011,197,1.0,1.0,2,AdjLand,No,03-06-2003,Commercial,AllPub,Gravel,C,2.0,2.6,5.0,3.38,324023,118545,7903000
P06226,Karapakkam,1430,02-10-2009,17,2.0,2.0,4,AbNormal,Yes,05-10-1999,Others,NoSewr ,No Access,A,4.3,3.2,3.8,,238887,106172,6635750
P09265,Adyar,831,07-02-2007,79,1.0,1.0,3,Partial,No,11-02-1990,Commercial,NoSewr ,Gravel,RH,4.4,2.0,3.7,3.57,413807,32669,10889655
P09415,Adyar,786,16-12-2006,197,1.0,1.0,2,Family,No,24-12-1975,Others,ELO,Gravel,RH,2.9,3.2,2.8,2.91,266914,37071,7414265
P03666,Karapakkam,733,04-02-2011,14,1.0,1.0,2,AbNormal,No,15-02-1965,Others,AllPub,No Access,RH,3.5,3.1,3.8,3.5,196051,107361,4667875
P02472,Karapakkam,1685,28-09-2011,135,2.0,2.0,4,AdjLand,No,09-10-1966,Commercial,NoSewr ,Paved,RM,2.5,2.2,3.6,2.85,578369,131448,13144750
P01826,Karapakkam,1110,31-01-2012,157,1.0,1.0,3,Normal Sale,No,06-02-1988,Others,AllPub,No Access,RL,2.3,4.7,2.6,3.14,287585,150640,6847250
P04924,Karapakkam,1311,02-06-2010,48,1.0,1.0,3,Family,No,09-06-1981,House,NoSeWa,Paved,RH,4.0,3.6,2.7,3.36,261290,84919,6532250
P00941,Anna Nagar,1786,16-04-2013,164,1.0,1.0,4,AbNormal,Yes,22-04-1988,Commercial,NoSewr ,Paved,RL,4.8,4.5,3.4,4.165,621272,103545,20709050
P09226,Anna Nagar,1796,20-02-2007,72,1.0,1.0,4,AdjLand,No,23-02-1993,House,NoSewr ,Paved,RL,4.1,4.7,2.2,3.49,510175,127544,12754380
P04232,Karapakkam,1115,10-10-2010,65,1.0,1.0,3,Normal Sale,No,13-10-1999,Others,ELO,No Access,RH,4.8,2.4,3.1,3.4,186746,62249,6224875
P03339,Adyar,676,11-04-2011,67,1.0,1.0,2,Partial,Yes,18-04-1980,Commercial,NoSewr ,No Access,I,3.2,2.4,2.1,2.49,319218,16801,8400465
P08942,Velachery,1627,10-06-2007,192,2.0,1.0,4,AdjLand,No,13-06-1992,Others,AllPub,No Access,I,3.1,4.0,3.4,3.6,332458,96238,8748900
P02647,Karapakkam,1105,27-08-2011,137,1.0,1.0,3,AdjLand,Yes,07-09-1966,Commercial,AllPub,No Access,I,2.6,4.1,3.9,3.57,277039,98304,8936750
P07525,KK Nagar,1897,14-10-2008,157,3.0,2.0,5,AdjLand,No,16-10-2001,House,NoSewr ,Gravel,RH,2.2,3.3,2.7,2.73,394050,259244,10369740
P03581,KK Nagar,2041,23-02-2011,125,3.0,2.0,5,Family,Yes,01-03-1986,Commercial,NoSeWa,Paved,RM,2.4,2.3,2.6,2.45,620068,361706,17224100
P07072,KK Nagar,2031,05-03-2009,74,3.0,2.0,5,AdjLand,Yes,09-03-1993,Others,NoSeWa,Paved,RH,3.9,2.1,4.1,3.44,498882,190050,11878140
P04316,Velachery,1694,23-09-2010,32,2.0,1.0,4,Partial,No,06-10-1957,Commercial,AllPub,Gravel,RM,3.7,4.7,2.9,3.91,520386,252759,14868160
P04872,Karapakkam,871,14-06-2010,187,1.0,1.0,2,Normal Sale,No,19-06-1991,Others,ELO,No Access,RM,4.4,3.0,3.3,3.54,311586,90879,6491375
P08315,Anna Nagar,1505,17-02-2008,79,1.0,1.0,4,Normal Sale,No,22-02-1987,House,ELO,No Access,RH,3.7,2.1,3.7,3.3,240761,144456,9630420
P04248,Chrompet,1118,07-10-2010,176,1.0,1.0,3,Partial,Yes,12-10-1990,House,NoSewr ,No Access,RH,2.6,4.4,3.9,3.71,228323,40772,8154400
P08768,Adyar,1000,27-08-2007,189,1.0,1.0,3,Family,Yes,30-08-1992,Others,ELO,Gravel,A,4.9,3.5,4.5,4.42,307075,64647,8080925
P09436,Adyar,873,08-12-2006,67,1.0,1.0,3,Partial,No,16-12-1973,Commercial,ELO,Gravel,RM,4.3,3.9,4.7,4.42,399300,84700,12099995
P05285,Anna Nagar,1930,25-03-2010,158,2.0,1.0,5,Partial,No,30-03-1991,Commercial,NoSewr ,No Access,RM,2.4,2.8,3.1,2.78,517380,227647,20695180
P00030,Anna Nagar,1849,03-02-2015,6,2.0,1.0,5,Partial,Yes,08-02-1993,Others,AllPub,Paved,RM,4.6,3.1,2.2,3.265,544761,151323,15132260
P01446,T Nagar,1975,02-05-2012,150,2.0,1.0,5,AbNormal,No,13-05-1969,Commercial,NoSeWa,Gravel,RM,4.1,3.9,5.0,4.455,599398,177599,22199910
P06769,KK Nagar,1917,30-05-2009,165,3.0,2.0,5,Family,No,06-06-1982,House,NoSeWa,Paved,RH,3.2,2.3,3.1,2.89,385200,179163,8958140
P02234,Velachery,1922,10-11-2011,168,3.0,2.0,5,Normal Sale,No,12-11-2000,Others,NoSewr ,Paved,RH,4.4,4.0,2.3,3.59,354388,118129,10739020
P08435,Velachery,1863,02-01-2008,21,3.0,2.0,5,Family,Yes,14-01-1960,Others,ELO,Paved,RL,3.9,3.4,3.2,3.47,365556,77542,11077460
P01627,Karapakkam,1662,07-03-2012,100,2.0,2.0,4,AdjLand,No,14-03-1986,House,NoSeWa,No Access,RM,3.6,3.2,2.8,3.16,307170,204780,8532500
P02679,T Nagar,1717,19-08-2011,49,1.0,1.0,4,AdjLand,Yes,22-08-1996,Others,AllPub,Paved,RH,2.9,4.5,3.0,3.345,366245,183123,14086360
P04081,KK Nagar,1418,12-11-2010,73,2.0,1.0,4,Family,Yes,16-11-1993,House,NoSewr ,Paved,RH,4.6,4.3,3.5,4.07,381786,221969,8878740
P01485,Karapakkam,1199,03-04-2012,91,1.0,1.0,3,AbNormal,No,13-04-1974,Commercial,ELO,Paved,C,2.9,3.9,2.1,2.88,352778,180309,7839500
P09961,Velachery,1955,06-07-2004,101,3.0,2.0,5,Family,No,17-07-1961,Others,NoSeWa,No Access,I,4.6,4.1,5.0,4.5,274724,132931,8862060
P02584,Chrompet,845,07-09-2011,9,1.0,1.0,3,Family,No,14-09-1982,Others,NoSeWa,No Access,RH,4.5,4.5,3.5,4.2,215127,39114,6519000
P06327,Velachery,1844,12-09-2009,118,3.0,2.0,5,AdjLand,No,16-09-1995,House,AllPub,Paved,I,4.7,4.8,4.7,4.75,306343,105306,9573230
P01746,Adyar,834,15-02-2012,167,1.0,1.0,3,AbNormal,Yes,23-02-1979,Others,NoSewr ,No Access,A,3.4,2.2,4.9,3.91,189543,61143,6114295
P04791,Adyar,1033,30-06-2010,18,1.0,1.0,3,Family,Yes,08-07-1977,House,NoSeWa,Paved,I,3.2,4.7,3.8,3.8,264785,40119,8023795
P03582,Karapakkam,798,22-02-2011,21,1.0,1.0,2,Family,No,25-02-1998,Others,NoSeWa,No Access,I,2.9,3.5,3.0,3.12,189714,58721,4517000
P02798,Karapakkam,850,24-07-2011,99,1.0,1.0,2,Partial,No,31-07-1981,House,NoSeWa,Gravel,A,4.3,4.2,2.3,3.47,189851,58118,3874500
P00072,Anna Nagar,1714,30-12-2014,55,1.0,1.0,4,Partial,No,10-01-1972,Commercial,NoSeWa,No Access,RM,4.4,4.6,4.7,4.57,478144,239072,18390160
P05013,Karapakkam,980,17-05-2010,148,1.0,1.0,3,AbNormal,No,26-05-1974,Others,NoSewr ,Paved,RH,3.2,4.2,4.3,3.94,272118,68030,6184500
P09575,Velachery,1903,18-09-2006,2,3.0,2.0,5,Normal Sale,Yes,25-09-1979,Commercial,NoSeWa,Gravel,C,3.1,2.2,2.2,2.43,597725,245221,15326290
P03058,Karapakkam,964,03-06-2011,133,1.0,1.0,3,AdjLand,Yes,14-06-1964,Others,ELO,No Access,RM,2.4,3.6,4.2,3.48,381888,114566,7637750
P03885,Anna Nagar,1514,22-12-2010,181,1.0,1.0,4,Partial,Yes,24-12-2001,Others,ELO,Paved,RH,2.2,2.5,2.0,2.195,467152,215609,11978250
P06512,Adyar,1094,03-08-2009,1,1.0,1.0,3,Family,Yes,10-08-1982,Others,ELO,No Access,C,4.2,4.7,3.4,3.9,246928,61732,7716505
P07578,Chrompet,860,28-09-2008,103,1.0,1.0,3,Family,Yes,30-09-2002,Commercial,NoSeWa,Gravel,RL,4.9,2.0,2.2,2.93,408213,197922,12370100
P06222,Karapakkam,993,03-10-2009,1,1.0,1.0,3,AdjLand,Yes,14-10-1967,Others,NoSewr ,Gravel,I,4.0,4.6,2.6,3.62,323681,154484,7356375
P06690,KK Nagar,1601,25-06-2009,133,2.0,1.0,4,Family,Yes,30-06-1990,Others,NoSewr ,Paved,RH,3.1,5.0,3.7,3.91,500480,220211,10009600
P10024,Velachery,1661,31-01-2004,83,2.0,1.0,4,Partial,Yes,07-02-1976,Others,NoSewr ,No Access,RM,3.9,2.2,3.9,3.14,380011,95003,10555860
P00204,T Nagar,1673,25-09-2014,32,1.0,1.0,4,Partial,No,06-10-1970,Others,NoSewr ,No Access,RM,4.8,4.4,3.1,3.935,389002,194501,12156320
P04627,Velachery,1523,28-07-2010,56,2.0,1.0,4,Family,Yes,29-07-2004,Commercial,ELO,Paved,A,3.7,3.2,4.5,3.72,488111,183042,12202770
P04307,Adyar,662,25-09-2010,138,1.0,1.0,2,AdjLand,Yes,02-10-1983,Commercial,NoSeWa,Gravel,A,4.3,2.3,2.1,2.8,265443,26544,8848105
P01625,Karapakkam,1655,07-03-2012,15,2.0,2.0,4,Family,Yes,14-03-1986,Commercial,AllPub,No Access,I,3.7,3.8,2.1,3.09,409413,116975,11697500
